내용,평점,공감수,작성일
아니! 뭔 앱이 와파가 왜 이렇게 많아!!,1.0,0,2019-3-9
회원가입하는데 본인 인증을 해도 다음으로 안넘어가네요,1.0,0,2019-12-23
라디오모드 하고 원래대로 안 돌아가네 개발자들 뭐함,1.0,0,2018-10-14
아니 회원가입이 중국어로되있음 어떡하라는거얔,1.0,0,2018-12-1
야이섹이들아 철구 방송킨다니깐 서버 내리냐 섹이들아 쓰래기들,1.0,1,2020-5-24
업데이트된거 다운받고 해결되어있네요 감사합니다,5.0,0,2019-5-29
아이폰이랑 기능이 다를 이유가 없을텐데 다름,2.0,0,2019-6-3
딱히 불편 한건없음 하지만 특정BJ들 때문에 아프리카 TV이미지가 떨어지는게 맘아픔,5.0,1,2019-10-23
퀵뷰있는데 다시보기 광고좀없애라 싲새키둘아,1.0,0,2019-12-23
재미있는데...갑자기 화면이 안나옴...,5.0,0,2019-2-11
별 1개도 아깝다 애초에 방송을 볼수가 없잖아,1.0,2,2019-1-15
방송 잘보고 있어요. 궉뷰좀 보내주세요.,5.0,2,2018-11-27
아프리카 렉이 좀 있네요. 추천이 안되서 다시 설치,3.0,0,2018-11-17
아이폰이랑 안드로이드랑 장점좀 합쳐주세요...,4.0,0,2019-6-3
이야 제3자 동의 안하면 자동가입방지코드 입력해도 틀렸다 뜨네?? 이런 앱은 삭제가 답,1.0,0,2020-5-17
진짜회원가입하는거 까다롭고 하기싫어지네요,1.0,0,2019-1-30
아니 왜자꾸 비번이 틀렸다고뜨는거야 아프리카 앱이상하네 해킹이냐,1.0,0,2019-3-13
클템보려고 보는데 정말쓰레기같네요 앱이,1.0,0,2018-11-27
업데이트 왜 이렇게 자주하는건지 이해가안가네요,1.0,0,2019-6-9
사용하기가 점점 더 불편해지는 건 뭘까..,1.0,0,2019-12-23
회원가입 하려는데 인증이 안되잖아 문자 인증만 5번했네 아C 시간 아까워 칵퉤,1.0,5,2019-3-30
업대이트후 체팅창이 너무작음 핸드폰은 못하겟네 컴으로만쳇에 참여해아하나?,1.0,0,2019-7-26
진짜 제가좋아하는 비제이님이 방송하게해주신 어플이고 아프리카 짱짱입니다!,5.0,1,2019-6-3
갤럭시탭10.1 2019 인데 왜 로딩이안되는거죠??,1.0,0,2019-9-22
내가 싫어하는 bj들 차단해서 안보이게 하는 기능좀 넣어주세요,3.0,0,2019-2-8
아니 업뎃 하고나서 검색 이런거 지워버리시면 어떻합니까.. 너무 불편합니다. 검색 만들어주세요...,1.0,2,2018-10-30
저기요?? 이메일 주소 구글로 해더니 안되는데요?? 이거 답변 해주실래요??? 아니 만들꺼면 쫌 성의것 만들어야지 이게뭐야???,1.0,0,2020-4-25
아니 회원가입하라해서 하고있는데 실제로 똑같이했는데 계속 틀렸다하네요,1.0,0,2019-1-1
국내유일 오목 bj 임진욱기사님 보려고 깔았습니다,5.0,0,2019-6-3
업데이트를 왜 자꾸 하는지 이해할수가없네 그냥 삭제할란다,1.0,1,2019-8-1
회원가입이 안됌! 폰인증까지 했는데 먹통됌!,1.0,0,2019-1-1
업데이트 강제로 해야 되는게 너무 싫다,1.0,1,2019-3-2
Pc에서도 보는데 모바일로도 봐사 좋네요,5.0,0,2019-8-25
아니 다 좋은데 아이디 비밀번호 입력을 해주세요 이것좀 없애주세요.. 별5개드려요 ,5.0,0,2018-12-4
정부 공공기관 공식 앱이 이거보다 낫겠다,1.0,0,2020-1-10
집 아닌 밖에서도 볼수 있어서 좋읍니다,5.0,0,2019-6-3
업데이트는 안써봤지만 무조건 별1개줌 지금까지 좋았던 적이 없음,1.0,0,2019-12-13
11년동안 매일같이 저녁6시 부터 새벽4시 까지 여캠 보는 중독자 입니다 주말은 프리(램덤)이고요 주부들이 드라마 보듯 저는 여캠을 봅니다 사랑합니돠아아아아,5.0,0,2020-2-29
잦은 업데이트. 그럼에도 버퍼링은 여전,1.0,1,2019-10-25
아프리카 너무 좋은 비제이들 많아서 좋아요,4.0,1,2018-11-27
여러정보 내가 보고십은 찻고십은것을 찻을수있어좋다,3.0,0,2019-11-17
아티들 권력남용 그만해라 제발; 개열받네,1.0,0,2020-4-19
노 콘텐츠 강퇴 블랙 일상 이네 ? 이 회사 실사 누구냐 졸라 52 없네 ? 이러고도 살아 남는 원인은 실사 ?,2.0,0,2020-4-15
돈받고 하면 렉좀안걸리게만들어라 이것들아,1.0,1,2019-6-3
저기 설명하는 사진에 로이조 있어서 기분 드럽네요,1.0,0,2018-12-25
역사라는게 존재하는 어플 알면알수록 재밌고 빠져들게되는 어플 단 너무 빠지면 일상생활이 불가해질수도있음(feat.아창인생),5.0,22,2019-6-3
너무 너무 많이 해서 그냥 내가 좋아하는 게 정말,5.0,0,2019-7-5
별1점도 아깝다 아니 본인인증할려는데 자꾸안된다고뜨냐,1.0,0,2019-7-25
업데이트도안햇는데 알림은 오지게와서 지워버렸서여,1.0,0,2019-7-29
?? 제가 회원가입해서 인증도 다했는데 아니라고 처음부터 다시 해달라고하네요 해달라는데로 다해줬는데 뭐죠--;;;;;;;;;,1.0,0,2019-10-3
버퍼 겁나걸림 이유는모르겟음 폰은 노트9,1.0,0,2018-12-23
애드벌룬 개빡치네요 저 애드벌룬94개선물하려고 1달동안 빡세게 마피아시티해서15저택달성해서 이제후원하려고했는데 없어졌네요 언제끝난다고 말이라도해주던가 이게뭡니까,1.0,0,2020-3-21
아프리카TV앱업데이트버전v.0.0.0입니다,2.0,1,2018-12-28
아프리카tv 만든사람 이거 회원가입이 너무 어렵잖아요 초등 학생이 아프리카tv 깔고 댓글 적으면 회원가입을 해야되는데 너무 어렵잖아요 회원가입을 좀 많이 쉬운걸로 수정 하면 좋겠어요,1.0,1,2020-3-5
알림설정 안한방송도 알림이 뜨는것같네요,1.0,0,2019-6-5
창모드가 좋네요..아프리카tv도 보고 게임도하고..,5.0,21,2019-6-3
업데이트 안하고는 어플을 사용못하나요? 강제로 업데이트시키는거같네요,1.0,1,2019-12-23
다들 욕 너무함..감스트아니였으면 안깔았다,1.0,0,2020-3-4
별풍선 892개 오졌따리  기모오오오 딱!,5.0,0,2019-12-23
병0같은 앱은 업데이트는 겁나 자주해요,1.0,1,2019-12-26
아프리카TV회원가입/본인확인/실명인증/아이핀인증/휴대폰인증/이메일주소인증/팩스전화번호인증주세요,5.0,2,2019-6-3
"제발 좀 꿀잼각 눌렀을때 나가지고,앱에 안들어가지는걸 고쳐주세요. 답장 좀 주세요",2.0,0,2019-1-9
망치가 있어서 살림에 비들을대로 찌들은 똑똑 주부들 속 시원하다!,5.0,0,2019-10-10
니들은 별풍으로돈벌고 스짤데기로 업뎃해서 돈버냐,1.0,0,2019-12-14
아프리카는 멀리하는데 인생 발전에 이롭다. 재미도 있고 자극적이라 동요되면 시간 낭비가 심해진다.,1.0,0,2020-2-28
아 철구 온다고 아프리카터졌네.. 왜 이런 예상도 안하시고 마비를 시키십니까.. 실망입니다 운영자님들,3.0,3,2020-5-24
회원가입이 안됌; 인증을 몇번째 하는건지 진짜,1.0,0,2019-1-28
구독자 30명인데 별풍선 받았어요 나이스 아프리카아프리카아프리카. ...,5.0,0,2019-10-3
아니 채팅만나오고 화면안나와서 다시까네 ,1.0,0,2020-4-29
야간 모드 유튭처럼 있으면 좋겠어요 밤에 눈아파요,3.0,2,2019-3-15
제재 못하는 외국 인방보다 국산이 훨 클린합니다.,5.0,0,2019-6-3
아니 업데이트 이후에 버퍼랑 튕김 왜이리 심해,3.0,0,2019-10-28
좋고 감사를 올리오며 관계자님. 코로나 조심하세요.,4.0,0,2020-4-4
병 신들이 공짜로 보면서 바라는것도 많네,5.0,2,2019-3-28
업뎃이후 무거워지고 렉도심하고 안좋아졌네요,1.0,0,2019-6-26
살인자도 방송하기 좋은 플랫폼임 마세라티로 사람 로드킬한 비범이 뻔뻔하게 방송함,1.0,2,2020-3-5
회원가입할때 본인 확인이 안돼는데 저만그런가요?,4.0,0,2019-6-4
제가 제 생일입력하고 휴대폰인증을 해서 회원가입을 하려는데 입력한 정보하고 안맞는다고 뜨잖아요. 장난하십니까?,1.0,0,2020-4-17
다쁘때매 보는거지 다쁘 트위치로했으면 안봤다,1.0,0,2020-4-5
아프리카 아이디 어떻게 쓰는법좀 알려주시면 정말감사하겟습니다,1.0,0,2020-4-16
업데이트 후에 아프리카 로그인이 안되네요 ,3.0,0,2019-12-30
뭔 업데이트를 맨날 하냐 용량도 없는데 짜증나게,1.0,0,2019-12-25
꺅!?! 임다님 볼수있어서 너무조아여 별 5객!?(?),5.0,0,2020-3-6
어떻게아프리카는 업데이트하면할수록 앱이볍진이되가냐..한심하네진심,1.0,0,2019-11-2
이게 TV앱이니까 리모컨 없이 사용할수 있오서 좋아요,5.0,0,2019-12-25
이거 다 좋은데 만13세부터 하게 해주면 안돼요제가 중2인데 생일이 안지나서 만13세로 돼있거든요,3.0,0,2020-2-17
제가좋와하는스트리머봐서 너무좋타는의견밖에는없네용,5.0,0,2018-11-27
솜방망이 처벌 하니 돈이있고 가오가 없지,1.0,0,2019-7-26
회원가입 할때 이메일 @다음에는 어떻게 써요??,4.0,0,2019-3-12
아프리카T V는 최고! 시조새덕자전성시대때문에 팬가입 했습니다^^ 잘 부탁드립니다,5.0,0,2020-2-28
겔9인데 툭하면 터치안먹음 짜증남 제발 잘좀만듭시다,1.0,0,2019-1-26
에휴 비번을 바꾼걸로 로그인하는데 계속안되네 *같네,1.0,0,2020-3-15
요새 케이랑양팡 너무 좋아서 깔아버렷다..,5.0,1,2019-4-27
"한국에 있는데, 아프리카 여행보다 재미있는TV!",5.0,0,2019-11-14
아니무슨업테이드도계속안도고해서삭제햇던이다운도안되내요,1.0,0,2019-12-15
업데이트좀 작작해라 한달에 한번 볼까 말까 하는데 들어오면 업데이트 하라 카노...,1.0,1,2020-1-13
생방 썸네일이 안보여요?? 갑자기 이런데 고치는 중인가요?? 대답좀 하라능,3.0,0,2020-1-17
아프리카앱이 핸드폰에서 실행이 되지 않습니다,1.0,0,2019-1-9
볼거리 다향한 정보시청 힐링대고 좋아요 감사해요,5.0,0,2019-10-26
아프리키TV 생빙송 보니까 넘나 재밌어요!!!^^,5.0,0,2019-12-13
로그인을하는데 휴대폰인증에서자꾸안넘어가요,1.0,0,2019-2-14
라디오모드 해제 어캐하누 다시 삭제하고 깐다,2.0,0,2019-2-16
여자 몸캠들 19걸고 방송을 하던가 다른 곳 가서 방송할수 있게좀 해주세요 도가 힘하네요,4.0,12,2018-11-27
s10에서 가로모드일때 상담바까지 화면 채울수 있게 해주세요,4.0,0,2019-6-14
제발 어떻게 좀 해요. 방송 엄청 팅기네 실망입니다. 아프리카,3.0,1,2019-6-22
저기요 회원가입할때 인증좀 안하면 안돼나요? 진짜 회원가입하는데 좀 여려워요... 아까같으면 별1개 주고 싶은데 3개 준거입니다 재발 인증하는거 안해줬스면 좋겠습니다,3.0,0,2019-8-25
서버개발자운영자 김혜림님아프리카티비입니다 닉네임변경오류입니다 다시한번씩닉네임오류을않았습니다,4.0,8,2019-11-14
저 이거 아이디영어로 해야되서 했는디 한글로 닉 어떡해 만들어요?제발 알려주세요!!,5.0,0,2018-12-2
아니 전화걸기 연락처는 뭐하는데 필요한거임 ?,1.0,0,2019-12-25
아니 Mr bullet 이광고는 애초에 광고 자체를 하지 말아야 하는거 아닙니까??,3.0,0,2020-2-16
이건 1점이 아니다 6점을 주고싶은 내마음이다^^,1.0,0,2020-2-29
회언가입에 이메일이 안되요 운영자님 어떻에 해야하나요,1.0,0,2019-3-3
모바일 접속이 안돼는 이유를 정확하게 알고 싶습니다 참고로 업은 기본인거죠,3.0,0,2019-1-9
카트 프로게이머 박인수선수보려고 깔았습니다,5.0,101,2019-3-30
안녕 하세요 너무 잘 만들어 놓은 상태입니다,5.0,1,2018-11-27
경쟁사가 나와야 한다. 운영자들 부터가 유저 취급 개똥,1.0,0,2020-2-28
이거하지마시고 유튜브 보셈 괜히 생방 볼려고 들어갔다가 블랙먹음(내의견),1.0,0,2020-4-9
대한민국의 천민자본주의 득세를 리드한 전설의 어플!,1.0,0,2020-2-28
좋아하는 사람 너무 몰아세우는게 아닐까 싶어요 근데 월세값이 너무 ,5.0,0,2020-3-10
가입하고싶은데자꾸 아이디사용불가라고계속뜨네요 방법좀알려주세요,1.0,0,2020-3-18
휴대폰으로비밀번칠라하는데자꾸1일에5회까지 만할수있다라고뜨는데언제풀수있나요 급해요,1.0,0,2020-2-18
정당한 이유없이 강퇴당했을때 해결안됨 그냥 bj가 갑인 시스템,1.0,0,2019-12-16
와파4칸인데 계속렉걸리는거 꼴보기싫네요,1.0,1,2019-4-28
15세 이상 말고 13세 이상부터 해주세요 좋아하는 개그맨이 아프리카 방송하는데 되게 복잡하넼 일 똑바로 해  회원가입할때 구글 페북 그런것도 넣어주고 그럼 얼마나 좋앜 구글 페북으로 로그인하면 좋잖아요 구니까 그걸로 넣어주세요,2.0,0,2019-1-23
업데이트를 하루 죙일 하나요? 설치중... 다시 업데이트중... 설치중... 다시 업데이트중 ,1.0,0,2019-7-29
아니 이걸 보라는거야 말라는거야 버퍼링만 계속되네,1.0,0,2019-4-20
우가우가 믿고 거릅시다 버퍼링 오질라게 걸림,1.0,1,2019-2-10
좋아하는 BJ를 볼 수 있어서 좋아요!,5.0,0,2019-12-23
아니 무슨 vod거슬리게 이상한걸 업뎃해놔가지고 거슬리개 만들어놔요  에휴,1.0,1,2020-2-14
노트9 쓰는 사람인데 영상 보는내내 버퍼 걸려요....이거 저만 그러는거 아닌거같은데...해결 부탁드릴께요,1.0,0,2019-8-9
아니 회원 가입을 하고 있는데 왜 안돼고 영상도 안봐 집는데요 그래서 저는 트위치로 움귑니다 캌퉤,1.0,0,2020-1-20
근데 아프리카TV 보호자한테 허락받으면 할수있어요?,5.0,0,2020-3-23
서수길씨 운영을 남자의 성기와 비슷하게 하시는거 같아요,1.0,1,2020-2-5
아이디맞는데비밀번호사라져서요 아니입니다라고떠요,1.0,0,2020-4-8
아니 서버터졌으면 고친던가 안고치고 방치해두니까 BJ이들이 떠나는거잔아 이러니까 망한 방송 프로그램이지,1.0,1,2019-1-9
아니 잘보다가 갑자기 아프리카 어플자체가 안들어가지는데? 하,1.0,2,2019-1-9
대채 내 주소록이랑 기타권한을 왜 요구합니까? 어디다 쓰는지 물어보는게 아니라 없어도 실행가능한데 왜 구지 허용해야만 어플을 이용할 수 있게하는지 묻는겁니다.,1.0,2,2019-12-11
이거 왜안됨? 별이 아깝다 수길아 일처리확실히 해라 수길아 여러분 트위치로 가즈아 트수들아 가즈아!,1.0,0,2018-12-15
비융신들 니들 문빠거나 대깨문이냐? 문재앙한번 챗쳣다고 강퇴시키네 야이 비융신들아 니들이 똥꼬오지게빨아봣자 재앙이는 니들안본다,1.0,0,2020-3-1
아프리카는 제가 좋아하는 사람이 많음 ,5.0,0,2020-3-21
영상을볼때1분도안되서버퍼링이3번넘게뜨는데영상을보라는거냐마하는거냐 진짜답없네,1.0,1,2019-3-10
별1점주기도아깝네 이딴걸만들어서 에휴..,1.0,0,2018-12-7
지금 화면이 안들어가는데 앱이..... 아어이없음....,1.0,0,2019-1-9
렉이너무걸려요 유튭이나 트위치는 안걸리는데,1.0,0,2020-2-25
패드사용중인데 자꾸튕기네요 해결 부탁드려요,1.0,1,2019-5-20
기존에 있던 BJ방송 알림메세지는 사라진건가요?,3.0,0,2019-6-3
평점 5점 좋네요 근데 휴대폰인증만빼주세요,5.0,0,2020-3-27
뭐 맨날천날 업데이트고 오랜만에 들어갔다하면 업데이트 ?,1.0,0,2020-3-10
아니 성인인증없에주시죠? 앱은3세이용가라고되있는데 성인인증?없에주세요,1.0,1,2019-2-2
"비 회원이지만, 이용하는데 불편함 없고 지속적인 업데이트로 BJ나 유저에게 관심 가져주는것 같아 좋아요",5.0,0,2019-12-14
즐기며 잘 보고 있습니다.^^ 감사 해요.^^,5.0,0,2020-2-28
아프리카가 아니라 트위치같아 보라어딨냐고 ,5.0,0,2020-2-28
아프리카tv안좋아요강퇴하고계정아이디정지안좋아요아프리카tv유튜브와카톡안좋아요아프리카tv쓰레기다,1.0,0,2019-11-13
 서수길한테 버퍼좀 어커해달라니깐 바로 강티조취  역시  대단해  나이만 먹고 ,1.0,1,2019-4-19
비제이 관리좀 하이소 손턱구 시청자들비하에 욕이나 하고 이게 나라냐,1.0,0,2020-2-29
아프리카 TV사용자입니다 회원가입어떻해 하줘?,3.0,0,2020-3-10
이게 아프리카 티비인가요 팝콘티비인가여???,1.0,1,2020-3-19
회원가입 하는데 본인인증 했는데도 게속하라그러네 길수야 보고있니?,1.0,0,2019-7-29
바로 제거 누른다. 와이런 앱 바로 삭제한거 처음이네,1.0,0,2019-8-21
