내용,평점,공감수,작성일
이거 게임도중 화면도 계속 멈추고... 뭐하자는건지...,4.0,0,2020-1-22
타입문 계열을 처음접해봤는데 생각보다 훨씬 스토리가 좋아요!,5.0,0,2020-1-22
현질 효율은 개 창렬이라는건 인정해야함,3.0,0,2020-1-10
갑자기 안 열리네요? 몇번이나 나가서 들어와도 안 되네요.,5.0,0,2020-1-6
1연차 5성 3개 감사합니다.. 사랑합니다..,5.0,0,2020-1-22
이벤트 빠짐없이 다 가져오니까 좋다. 가챠는 변함없지만 딱히 가챠 안해도 할만할 정도로 좋아짐. 물론 내가 헤클이 바로 뽑혀서 득본 것도 있긴 하지만 허헣.,4.0,8,2019-11-8
"니네가 유저 말 얼마나 안쳐먹는지 알게 되었고...이제 니네나 딜라나 똑같아요... 어떤 유저들의 구다구다 내놔!!는 받아들이고 어떤 
유저들의 구다구다 삭제!!공식항의!!는 귓등으로 쳐먹고...잘하는 짓입니다 넷마블. 크게 실망했어요.",5.0,0,2019-12-9
재미있는 게임 입니다. 서번트 얻는 재미도 있고요. 하지만 뽑기 힘드다는게 단점..... 어쨌든 재미있었습니다. (5성 서번트 얻기 힘들다....;,5.0,0,2019-10-2
우주 제일의 갓겜입니다 진짜 청밥도 나오고 아주 좋아요 스토리도 최고고 보구 묘사도 여태 봐온 모든 페이트 관련물 중에 가장 좋네요 ,5.0,3,2019-10-4
저기... 아까전까지 있던 기적의양말 135개가 갑자기 사라졌습니다. 혹시오류인가요?,5.0,0,2019-11-8
구글 계정 연동 하면 채널 연결 실패 오픈할때부터 하다가 오랜만에 복귀하니 또 또 문제 실망스럽군요  그냥 삭제 할까싶습니다,1.0,1,2019-11-7
"몇분 전에 뽑기를 했는 데 튕기겨서 다시 들어가니 성정석30개는 사라지고 뽑기에서 나올 서번트,영기 둘다 없습니다. 무과금이라서 모으기도 힘든데 해결해 주세요",3.0,0,2019-11-3
서번트 인연퀘를 할 때 예기치 못한 오류로 진행 불가능하다고 하면서 타이틀로 돌아가더라구요... 폰 전원을 껐다 켜서 다시 해도 오류가 반복이 되요..... 이 오류 좀 고쳐주시면 감사하겠습니다......,5.0,0,2019-11-8
구글계정 연동이 안되요  고쳐주세요 저 아비게일 끝나는 날이랑 600일 되는날이랑 겹쳐서 아비게일 가챠 해야되요,3.0,0,2019-12-14
페그오 이번 세일럼도 그렇고 신주쿠때도 그렇고 2부 그랜드배틀부턴 밑에 자막 넣어주세요 저는 일그오 해서 해석 가능하지만 일어 모르는 분들은 무슨말인지 모르니까요,4.0,0,2019-12-7
안그래도 컨텐츠가 부족한 반복노가다 게임에 넷마블의 뻔뻔한 운영이 겹친 게임,1.0,0,2019-10-25
솔직히 성정석 너무비쌈 지금보다 절반정도는 싸저야함(470연 폭사...),2.0,0,2019-12-8
양 사이드에 파란색 좀 지워주세요 너무 거슬리네요,4.0,0,2019-11-15
게임이라기 보다는 스토리를 읽는다는 느낌으로 플레이 하고 있습니다. 재밋네요.,5.0,0,2019-12-16
아서왕님 그립읍니다 안나와서 본적도 없지만,4.0,0,2019-12-16
접속이 안되는데 오류 수정 부탁드립니다,5.0,0,2019-11-3
열심히 플레이하고 있는데 성정석이 사라져버렸어요,4.0,0,2020-1-2
피규어 모으는 겜. 확률 상향 안하면 안 함.,1.0,0,2019-11-23
이만한 게임이 없습니다 몇번을 접고 몇번을 복귀합니다... 접은다음에 페이트가 생각나 다른 게임을 못합니다 운빨 망겜이지만.. 접을수 없는게임 내가흑우인가..,5.0,0,2019-12-16
가챠 확률 좀 올리고 성장석 주는 거 좀 더 많이 주면.....,4.0,0,2019-10-2
오키타 소지 선배 사랑해요 다이 스키!!! ,5.0,0,2019-11-22
이거 여기서 어떻게하죠? 다운은 받았는데 데이터다운로드에서 막힙니다,4.0,0,2019-10-24
어느 순간부터 패션립이 안보이네요 도대체 어디로 간건지...,3.0,0,2019-11-21
2년 넘게 한 게임 정말 좋다 일본게임만 아니면 더좋을텐테,5.0,0,2019-10-2
과금 적당히 하면서 스토리 보기 좋은 게임. 스토리가 탄탄. 턴제조작 편안.,5.0,0,2019-10-12
"모든 쓰레기요소와 그걸넘는 캐릭터성, 스토리",3.0,0,2019-10-2
가챠를돌려라이예에에에에에엥에에에에에에에에에에에엥,3.0,0,2019-11-13
리뷰 별 5개 주면 5성 잘 나옵니까?,5.0,0,2019-10-2
자막 패치 on/off 기능까지 추가 매우 칭찬. 수영복 라이코 영기재림 보구 적용 안되는 문제. 2년 텀 줄여주었으면 좋겠음.,5.0,1,2019-11-21
개인적으로 요즘 폰 비율인 18:9비율로도 나오면 좋겠네요. 물론 일그오에서 업데이트 해줘야 가능한거겠지만요,5.0,0,2019-8-28
약간 패키지 같은거 생겼으면 좋겠어요 패키지 같은게 없으니깐 그냥 생으로 현질해야하게 되는 경향이 있어서 좀 부담스러워오 그 이외에는 만족 입니다!,4.0,0,2019-9-23
업데이트가 안돼서 계속 게임을 못하고 있어요  업데이트 눌러도 계속 대기중 표시네요... 언제까지 기다려야 되나요?,1.0,0,2019-10-3
갓겜 인정합니다 멀가놈이 3장이나 오셨다,5.0,0,2019-10-2
갓갓패치의 행보를 이어가는 한그오 앞으로도 병크없이 잘 해봅시다. 빛빛현숙!,5.0,0,2019-8-28
공명 4일동안 109번 리세했는데 안나와 -공없찐,4.0,0,2020-4-1
운영 괜찮게 하는데 모션 변경같은것은 일찍 적용해줬으면,5.0,0,2019-8-28
소장가치는 있는데 렉이 심하고 자주 튕깁니다,2.0,0,2019-9-25
가챠는 창렬합니다 그래도 전 2년째 하고 있군요,5.0,0,2019-9-1
목표 : 나스키노코 - All Clear -,5.0,0,2019-9-10
이제 2년후면...수영복 오키타....가는거야!!!!!!,3.0,0,2019-8-28
엄청 낮은 가챠성공확률은 어쩔수없고 계정를 잃어버렸을때 복구가 느린게 크네요. 분명 평군35일정도 시간이 걸린다 했는데 5일이지나도 복구가 되어있지않네요. 그런점만 어떻게 잘 고쳐지면 다 좋아질거같네요,5.0,0,2019-8-28
이벤트를 잘 모르면 카페를 들어가던지 네이버에 검색을 하던지 그런거 하나 일일이 다 알려줘야 되냐 공략 다 나와있는데 그거하나 못찾아서 여기서 왜 이벤트가 안깨짐 이러는거는 좀;;,5.0,5,2019-8-5
가챠 확률 폭망 그리고 다른 게임들은 폭사해도 그것을 커버해줄 기회라던지 자원 같은 것을 지원해주지만 이 게임은 그딴거 없음 그냥  폭사하면 뒤져야함,1.0,0,2019-8-4
여름 퀘스트 코인으로 89개 마나프리즘 바꿨는데 오류인지 한개도 들어오지 않았습니다 개빡치는데 건의 어디로 해야 89개 마나프리즘을 다시 주나요,1.0,0,2019-8-11
원래 타입문 시리즈를 좋아해서 게임은 즐겨하는데 소환확률이 극악이어서 더 현질을 안하게 된다,5.0,0,2019-8-13
이제 5성 랜밥이랑 멀린 뜨면 별 5개 드림,4.0,0,2019-8-28
캐릭터는좋은데 확률이 너무 창렬합니다.,3.0,0,2019-8-1
기다렸어요 한국판^^ 오랜만에 재접속(190811),5.0,0,2019-8-11
"구형 핸드폰으론 구동시키지 않는것이 속이 편함니다,,,",3.0,0,2019-8-14
"재미는 있지만 정말 가챠확률이 예장섞어놔서 개같고, 성정석 가격은 졸라비싸고... 애정으로 하는게임. 다만 무과금으로도 스토리는 충분히 돌 수 있다. 심지어는 잘만 구성하면 고난이도도 돌 수 있을 듯? 5성 뽑는건 성능보단 애정..",4.0,0,2019-7-28
퀘스트를 클리어하고 다시하기 버튼 같은 거 넣어주실수없나요. 조금 불편하네요.,3.0,0,2019-7-25
다른건 다좋은데 5성 확률좀 올려주세요 잔다르크 얼터 뽑는데 성정석 190개랑 호부5장을 썼는데 안나와,5.0,0,2019-7-24
페이트 ip를 좋아하는 분이라면 애정캐를 위해서 달릴만하고 아니시면 사뿐히 지나가세요.,5.0,1,2019-7-28
현질 안해도 저성으로든 친구빨로든 컨텐츠는 다 정복 가능한 게임 13성만으로도 플레이가 가능은 한게 인상적,5.0,0,2019-7-24
지속적인 패치로 인해 점점 나아지는 것 같습니다 앞으로도 좋은 모습 보여주셨으면 좋겠어요:),4.0,13,2019-7-24
오지만다이스 레벨이 80/90인데 강화재료나 보구강화할때는 보이는데 강화대상으로만 안보여요.,5.0,0,2019-7-24
"구글 연동이 실패했다고 뜨는게 한두번이 아니네요, 플레이 진행이 안됩니다.",1.0,0,2019-7-28
이번패치 갓갓이다 빛마블 황마블 킹현숙 ,4.0,0,2019-7-24
갸차 확률이 약간 아쉽지만 그래도 갓겜,5.0,0,2019-7-24
넷마블 페그오 운영자님. 덕분에 평생에 한번 해보고 싶던 페그오를 지난 수년간 즐겁게 플레이하고 있습니다. 일본버전보다 모션패치나 다른 시스템도 더욱 빠르게 진행해 주신것도 진심으로 감사드립니다. 다름이 아니라 게임내의 서번트 추첨시스템에 대해 건의드리고 싶습니다. 이미 예상하셨겠지만 상당히 오랜기간 4성 이상 서번트가 잘 나오지 않습니다. 마지막으로 4성이상 캐릭터를 뽑았던게 약3월 쯤인데 (중복캐릭터는 제외하고 말씀드립니다) 그 후로 계속 3성서번트나 4성예장이나 5성 예장만 줄줄이 나옵니다. 그때를 기점으로 약400개 가량의 ...,5.0,0,2019-8-1
업뎃 후 보구 느려요. 확인부탁드립니다.,4.0,2,2019-7-24
스토리랑 캐릭은 괜찮은데 게임성을 따지면...(절래절래,3.0,5,2019-7-24
잘보고 갑니다. 정말 재미있게 플레이 할게요,5.0,0,2019-7-31
"제가 예전에 쓰던 폰을 잃어버리고 지금 새폰을 사서 다시 페그오 할려고 들었가는데.... 프롤로그부터 다시 했습니다.... 제가 예전에 구글계정연동 할려고 했는데 자꾸 계정연동이 카페에 글도 올렸는데 안되서 그냥 어쩔 수 없이 내버려뒀더니 이렇게 됬네요..... 이거 제가 잃어버린 핸드폰으로 플레이 했던 계정으로 다시 플레이 하게 해주세요 이번 여름이벤트 엄청 기대하고 있었습니다!!! 성정석, 호부도 엄청 모으고 있었습니다!!! 부탁드립니다!!!!",1.0,0,2019-7-31
인게임만 보면 기타 양상형 캐릭들와 비교 될수있지만 이 게임의 제대로 즐길려면 게임방식이 아니라 게임의 중심이 되는 매인 스토리와 캐릭터 각각의 스토리들에 중점이 있다. 허나 게임 방식은 쉽게 피로감이 오기때문에 이 게임을 시작할 사람은 스토리를 중점으로 보는 것을 추천 한다,5.0,0,2019-7-2
전반적으로 모든면이 다 좋습니다. 하지만 일그오에는 없는 새로운 시스템을 도입하는것도 나쁘지 않을듯 하네요. ..유저끼리의 서번트 교환시스템이라던가 QP로도 가챠를 할수있는 시스템이 생겨나면 좋을듯 하네요. 그리고 게임운영을 위해 열심히 일해주시는 분들깨 감사의 말씀과 힘내세요 라는 응원의 말을 드립니다.,5.0,0,2019-7-2
경쟁컨텐츠가 없어 자기만족 게임 일러스트와 성우가 좋지만 게임내 게임성과 가챠의 창렬함 컨텐츠부족으로 평가는 극과극이다. 이제 시작하시려는 초보분들에게는 비추입니다. 페이트에 관련하여 관심이 많거나 그저 자기만족으로 끝낼수 있는 분들에게 조금 추천합니다. 적어도 주말에 레이드라도해서 할거리 만들어주면 꾸준히 챙겨하것지만 이벤트끈기면 더럽게 재미없는게임,3.0,0,2019-7-4
계정을 연동안하고 다시 해서 계정을 날 렸는데 복구를 어떻게 하나요? 니네임은 라피인데 레벌은 73인데 복구 못하나요?,5.0,0,2019-7-24
5성 확률좀 높였으면 좋겠음 처음에 길가메시 나와서 좋았는데 이젠 4성은 커녕 서번트도 안뽑히고 길가뽑을땨 운을 다쓴건가?,5.0,0,2019-7-2
페미나치들이 나치 어쩌고 하는게 어이가 없네 겜 안하면 조용히 꺼지지 잡말 많네 페미들은 100프로 정신병니고 니들이 무슨 나라걱정해 어이가 없다 그래서 니들 아버지한테 한남 거리냐? 1945년도 전쟁세대도 아니면서 꼴갑은 625때는 더 큰피해를 입었는데도 아닥하고 군대도 안가는 분들이  그리고 니들이 짹짹거리는 트페미 작가들도 2차 창작으로 돈벌었으니 친일 이네. ,5.0,3,2019-7-11
나스 기노코의 글은 역시나 즐겁게 읽을 수 있었으나 인게임 이미지들이 중국 짝퉁 플래시 게임 같았다.,3.0,0,2019-7-21
닉네임에   기능은 왜 빼고 가져왔냐 가져올라면 제대로 가져와라 과금요소만 챙기지말고,3.0,0,2019-7-24
일정좀 당겨! 겔럭시 유저 1만선 터졌다!,1.0,0,2020-3-11
게임에 들어가다 튕겨요 그래서지우고 다시 깔았는데 다시하라하고 게속 튕김,1.0,0,2019-7-21
good game love fate series too bad rng is not with me,5.0,0,2019-7-5
스토리는 괜찮네요 가챠 욕심만 버리세요 ,3.0,0,2019-7-17
길느님!!! 영웅왕님!!! 와주세요오오!!!,5.0,1,2019-7-25
잊을때마다 사건 터트리는 넷마블 땜에... 별 5개는 못 드리고요 그래도 애정하고 1년 넘게한 게임입니다 코드 잘 맞으면 재밌으실듯,4.0,0,2019-7-1
배포캐들이 참 준수한 성능이라서 거기에 운만 따라주면 금상첨화. 스토리도 매우 좋은 겜 그러니까 돌좀 주세요,4.0,0,2019-6-19
현질과 사랑으로 하는 가차 노양심 게임. 현질 매달 십만원 단위로 할 수 없다면 포기하고 버리는게 맘편함. 이것이 아시아 게임 표준이다!,3.0,1,2019-7-2
스토리가 끝나면 계속해서 연결이 튕기게 됩니다. 이 오류 좀 수정해주세요 ,1.0,0,2019-6-23
이벤에서 애들 잘키워서 재료쉽게얻거나(그게 어렵지) 가챠 잘나오면 즐거운 게임 이와 반대로 되는 사람들이 많아서 괴로운게임,5.0,0,2019-7-2
10연차에예장8개에3성이2개 뭐지?무과금은게임하지말라는건가?,2.0,0,2019-6-19
지금 폰을바꿔서 계정을 연동하려고 하는데 연동 안된다고 오류가 떠요.,3.0,0,2019-6-22
"다 좋고, 약간 전략을 짜야할 때도 있어서 좋은데, 5성 서번트가 안 떠요 확률 좀 높여주세요 가끔은 PVP도 하고 싶네요.. 타입문에 문의해주실 수 있나요?",4.0,0,2019-7-2
방대한 스토리. 재밌는 게임. 일본판 즐겼는데 한국판 해보니 번역도 잘 되어 있고 최적화도 잘 된거 같아요 강추,5.0,0,2019-7-10
스토리는 갓겜 전투는 유사겜 가챠는 망겜,5.0,0,2019-6-19
팬이라 열심히는 하는데  가챠 효율은 에바임,5.0,0,2019-6-19
전부터 하고싶었던 게임이지만 나처럼 뽑기운 없는 사람한테는 너무나 슬픈게임임. 하지만 일러스트와 스토리가 좋은 게임임.,3.0,0,2019-6-19
히지카타 먹고나면 5별로 올립니다 최애 세명중에 두명 기어코 먹었고 한놈이 한정5성이라 머리깨고있습니다. 2년텀 그지같은거랑 별개로 없벤때 할게 없습니다. 하지만 먼가 그오만의 스토리적 매력이 있어서 스토리 보면서 하다보면 통장잔고가 사라질 수 있습니다,4.0,60,2020-4-28
앞에 분이 성정편에 대하여 말씀하셨는데 원래 일그오는 1개씩만 줬다가 2개 나중엔 3개로 올려준겁니다. 한그오에서 1개로 시작해도 아무말도 못하는 상황인데 2개만 준다고 짜증부리시는건 아니라고 봅니다. (2개로 줬을때 얼마나 큰쇼크였는데...),4.0,6,2019-6-4
"좋아요.,근데 확률조금더 업 시켜주면안되겠습니까?? 5성서번트나올 확률1%말이안되요.,이건 성정석3개씩사용해서 100번중에1번나오는게아니고 30개 10번뽑기 100번해서 한번나오는거잖아요... 성정석구매하는데 너무비싸고 성정석은 얻기힘들고..부탁드립니다",5.0,1,2019-6-19
아직도 인증오류 계속 떠서 안들어가지네요; 격퇴전 해서 오늘만 성정석 10개받을 수 있는거면 인증오류때문에 못들어가서 못받는건가요??,1.0,5,2019-6-1
당장 매출때문에 이벤트좀 앞당기지마라 좀 숨좀 쉬고 게임하자 거위 배가르지말고,5.0,1,2019-5-25
솔직히 말해서 가챠 확률이 극악이긴한데 제가 RPG를 좋아해서 그런지 모르겠는데 이벤트 끝내서 이벤트케 받았을때 달성감은 정말 좋네용,5.0,0,2019-5-25
현재 폰은 공장초기화하고 페그오를 다시 깔았는대 들어가면 인증정보를 불러오지 못했다고만 뜨고 데이터 다운로드를 못받고있내요 솔루션좀... (폰기종:갤럭시 Wide2),4.0,0,2019-6-15
이번 라쇼몽 업데이트 이후 공업이랑 체업한 애들이 강화에 안 나오는데 어떻게 된거죠? 단순 버그인거면 좀 고쳐주세요.,5.0,0,2019-5-25
